id,company_id,uuid,direccion,tipo,serie,folio,fecha_emision,version,subtotal,descuento,total,moneda,tipo_cambio,forma_pago,metodo_pago,exportacion,lugar_expedicion,confirmacion,emisor_id,receptor_id,receptor_uso_cfdi,xml_path,pdf_path,xml_filename,xml_hash,xml_size,cancelado,fecha_cancelacion,motivo_cancelacion,estatus,metadata,created_at,updated_at,deleted_at,source
1,1,c987cb11-e713-11f0-9251-839b0bd70d41,recibido,I,FCP,22017441,2026-01-01 07:14:22,4.0,4032.00,0.00,4677.12,MXN,1.000000,04,PUE,01,11000,,1,1,G03,cfdis/xml/recibidos/C987CB11-E713-11F0-9251-839B0BD70D41.xml,,2026/01. enero/GCM221031837/c987cb11-e713-11f0-9251-839b0bd70d41.xml,dc02bf31123d30a62a4e69d330b7f6090efeb4634f71b763cb6cd6a282b20458,5224,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
2,1,6d7e7012-e72e-11f0-aa6a-23eaad5c03f1,recibido,I,FCP,22144987,2026-01-01 10:25:04,4.0,15542.43,0.00,18029.22,MXN,1.000000,28,PUE,01,11000,,2,1,G03,cfdis/xml/recibidos/6D7E7012-E72E-11F0-AA6A-23EAAD5C03F1.xml,,2026/01. enero/GOM0809114P5/6d7e7012-e72e-11f0-aa6a-23eaad5c03f1.xml,e689b8355fe4f30b5a03f5197d29ca9cdbda4bd06d0fc5ba2c2a825f5b8b5187,5760,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
3,1,62363fe5-e744-11f0-bd56-df0b77e7afaa,recibido,I,FCP,22198915,2026-01-01 13:02:14,4.0,19.04,0.00,22.09,MXN,1.000000,04,PUE,01,11000,,1,1,G03,cfdis/xml/recibidos/62363FE5-E744-11F0-BD56-DF0B77E7AFAA.xml,,2026/01. enero/GCM221031837/62363fe5-e744-11f0-bd56-df0b77e7afaa.xml,0c375853e9d7f62f87433e47e896b96d828539c759ee5552efd96d2a964bd847,5244,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
4,1,79752d16-e744-11f0-8d06-4743513015f6,recibido,E,NCP,20720594,2026-01-01 13:02:53,4.0,4310.34,0.00,4999.99,MXN,1.000000,30,PUE,01,11000,,2,1,G02,cfdis/xml/recibidos/79752D16-E744-11F0-8D06-4743513015F6.xml,,2026/01. enero/GOM0809114P5/79752d16-e744-11f0-8d06-4743513015f6.xml,cff4437b9367fcabe31fd69e6d2d617f4743783c6329d0e48b75497f2ffadbc5,5434,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
5,1,914fafb8-e74a-11f0-af49-8bbf20269461,recibido,E,NCP,20744222,2026-01-01 13:46:30,4.0,4310.34,0.00,4999.99,MXN,1.000000,30,PUE,01,11000,,2,1,G02,cfdis/xml/recibidos/914FAFB8-E74A-11F0-AF49-8BBF20269461.xml,,2026/01. enero/GOM0809114P5/914fafb8-e74a-11f0-af49-8bbf20269461.xml,d6511473bc67133e7cd46bfa7d8b7e8200da9c5091f0fe93334fceec6bb252ea,5434,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
6,1,914fafbb-e74a-11f0-82bf-6f429fe9bda2,recibido,E,NCP,20744221,2026-01-01 13:46:30,4.0,4310.34,0.00,4999.99,MXN,1.000000,30,PUE,01,11000,,2,1,G02,cfdis/xml/recibidos/914FAFBB-E74A-11F0-82BF-6F429FE9BDA2.xml,,2026/01. enero/GOM0809114P5/914fafbb-e74a-11f0-82bf-6f429fe9bda2.xml,8c63d964f7565ae09c27511dd6f99d122302c3f71840d2ead32f36ffe902a7d2,5434,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
7,1,6d6c7ea4-363a-ca44-ae65-e82cd5268689,emitido,I,A,66644,2026-01-01 15:00:39,4.0,939.00,0.00,1089.24,MXN,,28,PUE,01,94299,,3,2,G03,cfdis/xml/emitidos/6D6C7EA4-363A-CA44-AE65-E82CD5268689.xml,,2026/01. enero/CSO1304138Z0/6d6c7ea4-363a-ca44-ae65-e82cd5268689.xml,5de21bb9ee01acca50aadda32b6720fb0718743ebc0a19fcfc45b4cc1ab945a4,5229,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
8,1,32dce8d3-126d-4494-ab76-736228757f83,recibido,P,,,2026-01-01 02:20:34,4.0,0.00,0.00,0.00,XXX,,,,01,06500,,4,1,CP01,cfdis/xml/recibidos/32dce8d3-126d-4494-ab76-736228757f83.xml,,2026/01. enero/TME840315KT6/32dce8d3-126d-4494-ab76-736228757f83.xml,dfb7725f9c5c1778f7866665b7356ea9ac93329a9d7ddb7058622773b7cafebb,5801,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
9,1,90e15dbb-08d3-e74e-9788-8f2ac32c362c,emitido,I,A,66645,2026-01-02 10:27:33,4.0,529.00,0.00,613.64,MXN,,99,PPD,01,94299,,3,3,G03,cfdis/xml/emitidos/90E15DBB-08D3-E74E-9788-8F2AC32C362C.xml,,2026/01. enero/CSO1304138Z0/90e15dbb-08d3-e74e-9788-8f2ac32c362c.xml,18302a234641e4fc09eeb427230be80934c2ae281af62cb93bb4484d4eb89c2b,5266,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
10,1,1c7bcb23-1b91-dd42-b7b2-5da025f1bb82,emitido,I,A,66656,2026-01-02 10:57:34,4.0,1649.00,0.00,1912.84,MXN,,04,PUE,01,94299,,3,4,G03,cfdis/xml/emitidos/1C7BCB23-1B91-DD42-B7B2-5DA025F1BB82.xml,,2026/01. enero/CSO1304138Z0/1c7bcb23-1b91-dd42-b7b2-5da025f1bb82.xml,0d47820f10831f6e8cf36b6af8061c9543fb8d36728e1e9ddbdf007bfcf15c7c,5229,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
11,1,72aa69d6-84e7-3246-8a54-dda84e62b364,emitido,I,A,66652,2026-01-02 11:08:17,4.0,19280.34,0.00,22365.19,MXN,,99,PPD,01,94299,,3,3,G03,cfdis/xml/emitidos/72AA69D6-84E7-3246-8A54-DDA84E62B364.xml,,2026/01. enero/CSO1304138Z0/72aa69d6-84e7-3246-8a54-dda84e62b364.xml,1842a7bc6a4d304d11a36760f73185a8eb2fc4e00533392cafd234418a239cd5,5276,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
12,1,5a44d818-5b75-ae40-8770-32b704064ce6,emitido,I,A,66654,2026-01-02 11:10:25,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,5,G03,cfdis/xml/emitidos/5A44D818-5B75-AE40-8770-32B704064CE6.xml,,2026/01. enero/CSO1304138Z0/5a44d818-5b75-ae40-8770-32b704064ce6.xml,14ab5d5dd216bef8d8a29eed050cf67be11de3181c978f7a179b77406999661d,5283,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
13,1,1d52ed92-d220-8c49-baf1-b5f353568990,emitido,I,A,66653,2026-01-02 11:10:52,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,6,G03,cfdis/xml/emitidos/1D52ED92-D220-8C49-BAF1-B5F353568990.xml,,2026/01. enero/CSO1304138Z0/1d52ed92-d220-8c49-baf1-b5f353568990.xml,79327ef610fc07940f526912d81102daac21145a53adbae7de4774a91de43c44,5268,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
14,1,9b77f870-7a39-5843-931e-620e20ce6997,emitido,I,A,66651,2026-01-02 11:11:43,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,7,G03,cfdis/xml/emitidos/9B77F870-7A39-5843-931E-620E20CE6997.xml,,2026/01. enero/CSO1304138Z0/9b77f870-7a39-5843-931e-620e20ce6997.xml,0a33dce43fa388d198f2e611c96d765c0f27230628b7813db5fd4c0f673266ca,5284,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
15,1,c1f8d43b-a3eb-c54a-9a06-4395cebef1f3,emitido,I,A,66650,2026-01-02 11:12:13,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,8,G03,cfdis/xml/emitidos/C1F8D43B-A3EB-C54A-9A06-4395CEBEF1F3.xml,,2026/01. enero/CSO1304138Z0/c1f8d43b-a3eb-c54a-9a06-4395cebef1f3.xml,f09857ac6b9edc6bc8dbd161241abc1e12de8a404395ebcd996a50f1c5c4fd19,5287,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
16,1,d0beff05-b10c-5d4e-9112-526328bbe7a4,emitido,I,A,66649,2026-01-02 11:12:58,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,9,G03,cfdis/xml/emitidos/D0BEFF05-B10C-5D4E-9112-526328BBE7A4.xml,,2026/01. enero/CSO1304138Z0/d0beff05-b10c-5d4e-9112-526328bbe7a4.xml,0b17522191ef7784898aae3abcf35104af4d8f1b67415180ba5f7da55e9c4477,5285,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
17,1,62e2c779-c750-a94c-93f0-b6a71a636ac6,emitido,I,A,66648,2026-01-02 11:13:37,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,10,G03,cfdis/xml/emitidos/62E2C779-C750-A94C-93F0-B6A71A636AC6.xml,,2026/01. enero/CSO1304138Z0/62e2c779-c750-a94c-93f0-b6a71a636ac6.xml,2deeea6b743d3005200d1770e14921ee315725ba28e20db517394ec074ed525e,5287,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
18,1,b4b8ae67-6a33-e74a-bb33-76a742be5007,emitido,I,A,66647,2026-01-02 11:15:18,4.0,3288.80,0.00,3815.01,MXN,,99,PPD,01,94299,,3,11,G03,cfdis/xml/emitidos/B4B8AE67-6A33-E74A-BB33-76A742BE5007.xml,,2026/01. enero/CSO1304138Z0/b4b8ae67-6a33-e74a-bb33-76a742be5007.xml,612334ab23b364854dbb76a7e0b9e8e7f098f84d7fb8feeb0b46bd8b9912ccb2,5299,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
19,1,6834b574-cdc7-dd4a-8170-f63a476d204d,emitido,I,A,66658,2026-01-02 12:01:56,4.0,3899.00,0.00,4522.84,MXN,,99,PPD,01,94299,,3,12,G03,cfdis/xml/emitidos/6834B574-CDC7-DD4A-8170-F63A476D204D.xml,,2026/01. enero/CSO1304138Z0/6834b574-cdc7-dd4a-8170-f63a476d204d.xml,0888789c71c3a56bf755ffb4b19c79197c88e37b3371374e018161dc56918b1f,5238,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
20,1,d4866bc1-b5a0-2741-8fbd-1ca11f162c71,emitido,I,A,66661,2026-01-02 12:05:04,4.0,939.00,0.00,1089.24,MXN,,28,PUE,01,94299,,3,13,G03,cfdis/xml/emitidos/D4866BC1-B5A0-2741-8FBD-1CA11F162C71.xml,,2026/01. enero/CSO1304138Z0/d4866bc1-b5a0-2741-8fbd-1ca11f162c71.xml,b5cc36212176bd3bc3654cba8624fa8bebcfb385daaae01fcef4faa2793c3b5a,5224,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
21,1,3b71d09b-f203-ca43-9c38-133aa8676b34,emitido,I,A,66612,2026-01-02 12:17:13,4.0,28500.00,0.00,33060.00,MXN,,99,PPD,01,94299,,3,14,G03,cfdis/xml/emitidos/3B71D09B-F203-CA43-9C38-133AA8676B34.xml,,2026/01. enero/CSO1304138Z0/3b71d09b-f203-ca43-9c38-133aa8676b34.xml,1f32fb1cbe6cbbd94386a2232002f61e5b0491f1cc4036f036df20728c642c03,5211,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
22,1,387fd4ee-5b10-9649-a489-312d772eac81,emitido,I,A,66660,2026-01-02 12:45:20,4.0,529.00,0.00,613.64,MXN,,03,PUE,01,94299,,3,15,G03,cfdis/xml/emitidos/387FD4EE-5B10-9649-A489-312D772EAC81.xml,,2026/01. enero/CSO1304138Z0/387fd4ee-5b10-9649-a489-312d772eac81.xml,cb8b59e923dbaf54d023ba442510cc215aa0d704b83684d69932aa1295adb27b,5282,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
23,1,932399e6-4000-3947-a4e6-3b07cd2b48d2,emitido,I,A,66663,2026-01-02 14:17:54,4.0,487415.00,0.00,565401.40,MXN,,99,PPD,01,94299,,3,16,G03,cfdis/xml/emitidos/932399E6-4000-3947-A4E6-3B07CD2B48D2.xml,,2026/01. enero/CSO1304138Z0/932399e6-4000-3947-a4e6-3b07cd2b48d2.xml,2799e1e9ebdc374f1b9061ad363b1c07c9e869645070c5a3c6f7f1d92cd00fd4,5808,t,,,cancelado,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
24,1,f6cd8a27-011a-384f-ab0b-aae1efedde84,emitido,I,A,66666,2026-01-02 14:19:05,4.0,2519.10,0.00,2922.16,MXN,,99,PPD,01,94299,,3,17,G03,cfdis/xml/emitidos/F6CD8A27-011A-384F-AB0B-AAE1EFEDDE84.xml,,2026/01. enero/CSO1304138Z0/f6cd8a27-011a-384f-ab0b-aae1efedde84.xml,259f5c00195f0cc44a17c03f0fdac4cb4df671f9af8d77fabf75fc750f8f5011,5264,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
25,1,1973db38-fd35-1b41-9777-311c188d783c,emitido,P,PAGOS,42755,2026-01-02 14:24:42,4.0,0.00,0.00,0.00,XXX,,,,01,94299,,3,17,CP01,cfdis/xml/emitidos/1973DB38-FD35-1B41-9777-311C188D783C.xml,,2026/01. enero/CSO1304138Z0/1973db38-fd35-1b41-9777-311c188d783c.xml,155951de509d6c3851b8e529242089c22d1726cf0dff51405d1aeae384a3eea9,5801,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
26,1,367f9de9-c148-da40-9e9e-7fad87b94a65,emitido,I,A,66551,2026-01-02 14:38:42,4.0,939.00,0.00,1089.24,MXN,,03,PUE,01,94299,,3,18,G03,cfdis/xml/emitidos/367F9DE9-C148-DA40-9E9E-7FAD87B94A65.xml,,2026/01. enero/CSO1304138Z0/367f9de9-c148-da40-9e9e-7fad87b94a65.xml,4b2e324c42b9215a5b1194f60c97fbd8f293f5d55862fdfbccbc4517906613e3,5270,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
27,1,4c082c20-9c26-6b44-a624-4d92455956d2,emitido,I,A,66668,2026-01-02 15:15:01,4.0,174420.00,0.00,202327.20,MXN,,99,PPD,01,94299,,3,19,G03,cfdis/xml/emitidos/4C082C20-9C26-6B44-A624-4D92455956D2.xml,,2026/01. enero/CSO1304138Z0/4c082c20-9c26-6b44-a624-4d92455956d2.xml,e0d228af9d04174cd0cecdb22ba43a008ac6df3dab5a9e71fb6ff03ec13d2d14,5387,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
28,1,8409b882-c65a-aa44-99b8-e3c8e04f241d,emitido,I,A,66593,2026-01-02 19:37:26,4.0,939.00,0.00,1089.24,MXN,,28,PUE,01,94299,,3,20,G03,cfdis/xml/emitidos/8409B882-C65A-AA44-99B8-E3C8E04F241D.xml,,2026/01. enero/CSO1304138Z0/8409b882-c65a-aa44-99b8-e3c8e04f241d.xml,634f3063946822ad7c4a23a27ec984d5cabce8bb39737655a4e790d4a2bb2523,5219,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
29,1,8d00dd74-2231-3941-baae-d9217bc924a7,emitido,I,A,66673,2026-01-02 19:40:23,4.0,3899.00,0.00,4522.84,MXN,,03,PUE,01,94299,,3,21,G03,cfdis/xml/emitidos/8D00DD74-2231-3941-BAAE-D9217BC924A7.xml,,2026/01. enero/CSO1304138Z0/8d00dd74-2231-3941-baae-d9217bc924a7.xml,1e9248152f355e5991e012c9180e631f33e21016d624032b4afe673a22144613,5228,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
30,1,de68ccec-76a5-4426-a6e9-97dc2631cc31,recibido,P,TP,359848992188715723P1-519405159T1-4-1,2026-01-02 08:25:58,4.0,0.00,0.00,0.00,XXX,,,,01,04519,,5,1,CP01,cfdis/xml/recibidos/DE68CCEC-76A5-4426-A6E9-97DC2631CC31.xml,,2026/01. enero/TBO140305DH0/de68ccec-76a5-4426-a6e9-97dc2631cc31.xml,1c48bcc9237952e6507d8bdb755567fc7b9e3764595536b60e55b574b6cea6d5,5655,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
31,1,2512be55-82f0-4682-b539-97dc2631ebc6,recibido,P,TP,359848992188716235P1-519405159T1-0-1,2026-01-02 08:25:59,4.0,0.00,0.00,0.00,XXX,,,,01,04519,,6,1,CP01,cfdis/xml/recibidos/2512BE55-82F0-4682-B539-97DC2631EBC6.xml,,2026/01. enero/TPT890516JP5/2512be55-82f0-4682-b539-97dc2631ebc6.xml,2dbfdc6627da9319a1e11b7d24e11bfbe8d6e5fbbed81af8911f87c8f27f90d8,6308,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
32,1,98ec8ca8-445d-4027-b358-3aa0e2accc20,recibido,I,CAPTACION,0001010100793343738902,2026-01-02 15:02:31,4.0,490.00,0.00,568.40,MXN,1.000000,03,PUE,01,06000,,7,1,G03,cfdis/xml/recibidos/98EC8CA8-445D-4027-B358-3AA0E2ACCC20.xml,,2026/01. enero/BNM840515VB1/98ec8ca8-445d-4027-b358-3aa0e2accc20.xml,7726fd1b8bba6954f4118ffe0fb0a8ff1ede728abfe690812df9e14478c63ebd,5077,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
33,1,8b68cab1-f6c7-be42-93be-6a6a1c77286a,emitido,I,A,66682,2026-01-03 13:46:28,4.0,289.00,0.00,335.24,MXN,,28,PUE,01,94299,,3,22,G03,cfdis/xml/emitidos/8B68CAB1-F6C7-BE42-93BE-6A6A1C77286A.xml,,2026/01. enero/CSO1304138Z0/8b68cab1-f6c7-be42-93be-6a6a1c77286a.xml,cc506e67fdafadeda7b44fac2b5bf976104ee3f578fbfd3e9d8cfe92d554511e,5201,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
34,1,7688a907-9b3e-a245-b649-def7f08be3f5,emitido,P,PAGOS,42756,2026-01-05 10:48:30,4.0,0.00,0.00,0.00,XXX,,,,01,94299,,3,23,CP01,cfdis/xml/emitidos/7688A907-9B3E-A245-B649-DEF7F08BE3F5.xml,,2026/01. enero/CSO1304138Z0/7688a907-9b3e-a245-b649-def7f08be3f5.xml,1f87b602218d86f2349a38ea17b32106b7493efc080774a68bf0c64a93f83736,5784,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
35,1,463a7d85-9e06-6644-9ec6-1eb31877ec0f,emitido,P,PAGOS,42757,2026-01-05 10:49:52,4.0,0.00,0.00,0.00,XXX,,,,01,94299,,3,23,CP01,cfdis/xml/emitidos/463A7D85-9E06-6644-9EC6-1EB31877EC0F.xml,,2026/01. enero/CSO1304138Z0/463a7d85-9e06-6644-9ec6-1eb31877ec0f.xml,69e53bf5d2b602b6df656461be7fa04cde93b570099d2bf4602b29b8e16fd682,5767,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
